# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f             16:(.)rho_smg            17:(.)p_smg              18:M*^2_smg              19:kineticity_smg        20:braiding_smg          21:tensor_excess_smg     22:Mpl_running_smg       23:c_s^2                 24:kin (D)            
       3.143276643016e+12       7.650161705326e-23       1.474545570090e-07       2.131695970037e+19       1.416504574669e+04       4.506458500290e-09       4.452465744284e+16       8.513276010680e-08       2.686021555133e+38       7.613078944484e+28       4.159687923643e+29       1.858106148618e+38       4.544127708672e+38       5.435690131954e-15       1.999999999242e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       7.686652325438e-47       1.921663081360e-46       0.000000000000e+00       0.000000000000e+00       7.499999996673e+00       7.686652325438e-47 
       3.121426656421e+12       7.757638827105e-23       1.484859240009e-07       2.102162686463e+19       1.416504574669e+04       4.538003709792e-09       4.421515138315e+16       8.572868942736e-08       2.612110899262e+38       7.455416690521e+28       4.073543306122e+29       1.806977056276e+38       4.419087960357e+38       5.512056142589e-15       1.999999999237e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       7.904149030817e-47       1.976037257704e-46       0.000000000000e+00       0.000000000000e+00       7.499999996664e+00       7.904149030817e-47 
       3.099728556525e+12       7.866625894967e-23       1.495263859397e-07       2.073038567634e+19       1.416504574669e+04       4.569769735761e-09       4.390779680551e+16       8.632879025315e-08       2.540234026418e+38       7.301019526347e+28       3.989182691456e+29       1.757254871762e+38       4.297488902899e+38       5.589495019307e-15       1.999999999231e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       8.127799886904e-47       2.031949971726e-46       0.000000000000e+00       0.000000000000e+00       7.499999996654e+00       8.127799886904e-47 
       3.078181287513e+12       7.977144122145e-23       1.505723048467e-07       2.044317944835e+19       1.416504574669e+04       4.601758123911e-09       4.360257875423e+16       8.693309178473e-08       2.470334973448e+38       7.149819833931e+28       3.906569134026e+29       1.708900881505e+38       4.179235859575e+38       5.668021834803e-15       1.999999999226e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       8.357779027697e-47       2.089444756924e-46       0.000000000000e+00       0.000000000000e+00       7.499999996645e+00       8.357779027697e-47 
       3.056783800906e+12       8.089215019896e-23       1.516273187008e-07       2.015995227886e+19       1.416504574669e+04       4.633970430778e-09       4.329948237758e+16       8.754162342702e-08       2.402359317124e+38       7.001751395568e+28       3.825666453333e+29       1.661877437211e+38       4.064236758861e+38       5.747651873529e-15       1.999999999220e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       8.594265514380e-47       2.148566378595e-46       0.000000000000e+00       0.000000000000e+00       7.499999996635e+00       8.594265514380e-47 
       3.035535055518e+12       8.202860401690e-23       1.526877895230e-07       1.988064904057e+19       1.416504574668e+04       4.666408223793e-09       4.299849292709e+16       8.815441479080e-08       2.336254131770e+38       6.856749364883e+28       3.746439218158e+29       1.616147926542e+38       3.952402062743e+38       5.828400634668e-15       1.999999999215e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       8.837443474743e-47       2.209360868686e-46       0.000000000000e+00       0.000000000000e+00       7.499999996625e+00       8.837443474743e-47 
       3.014434017396e+12       8.318102387451e-23       1.537573552923e-07       1.960521536992e+19       1.416504574668e+04       4.699073081359e-09       4.269959575679e+16       8.877149569413e-08       2.271967948052e+38       6.714750238431e+28       3.668852731038e+29       1.571676744615e+38       3.843644697008e+38       5.910283835152e-15       1.999999999210e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       9.087502246537e-47       2.271875561634e-46       0.000000000000e+00       0.000000000000e+00       7.499999996615e+00       9.087502246537e-47 
       2.993479659777e+12       8.434963407871e-23       1.548323780298e-07       1.933359765652e+19       1.416504574668e+04       4.731966592928e-09       4.240277632252e+16       8.939289616378e-08       2.209450712910e+38       6.575691827884e+28       3.592873013075e+29       1.528429266280e+38       3.737879983441e+38       5.993317412720e-15       1.999999999204e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       9.344636524900e-47       2.336159131225e-46       0.000000000000e+00       0.000000000000e+00       7.499999996605e+00       9.344636524900e-47 
       2.972670963036e+12       8.553466208766e-23       1.559164957143e-07       1.906574303273e+19       1.416504574668e+04       4.765090359078e-09       4.210802018125e+16       9.001864643671e-08       2.148653750579e+38       6.439513232797e+28       3.518466789053e+29       1.486371819158e+38       3.635025573899e+38       6.077517529017e-15       1.999999999198e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       9.609046513937e-47       2.402261628484e-46       0.000000000000e+00       0.000000000000e+00       7.499999996596e+00       9.609046513937e-47 
       2.952006914634e+12       8.673633855510e-23       1.570078893565e-07       1.880159936335e+19       1.416504574668e+04       4.798445991592e-09       4.181531299032e+16       9.064877696155e-08       2.089529724697e+38       6.306154813936e+28       3.445601472865e+29       1.445471657425e+38       3.535001386198e+38       6.162900572748e-15       1.999999999193e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       9.880938082607e-47       2.470234520652e-46       0.000000000000e+00       0.000000000000e+00       7.499999996586e+00       9.880938082607e-47 
       2.931486509070e+12       8.795489737522e-23       1.581065589562e-07       1.854111523548e+19       1.416504574668e+04       4.832035113533e-09       4.152464050676e+16       9.128331840007e-08       2.032032601444e+38       6.175558167158e+28       3.374245153243e+29       1.405696936318e+38       3.437729541753e+38       6.249483162859e-15       1.999999999187e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.016052292501e-46       2.540130731251e-46       0.000000000000e+00       0.000000000000e+00       7.499999996575e+00       1.016052292501e-46 
       2.911108747835e+12       8.919057572821e-23       1.592143235030e-07       1.828423994852e+19       1.416504574668e+04       4.865859359327e-09       4.123598858665e+16       9.192230162864e-08       1.976117613703e+38       6.047666097837e+28       3.304366579782e+29       1.367016687337e+38       3.343134304949e+38       6.337282151778e-15       1.999999999181e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.044801872519e-46       2.612004681299e-46       0.000000000000e+00       0.000000000000e+00       7.499999996565e+00       1.044801872519e-46 
       2.890872639360e+12       9.044361412637e-23       1.603293640073e-07       1.803092350428e+19       1.416504574668e+04       4.899920374842e-09       4.094934318436e+16       9.256575773982e-08       1.921741226206e+38       5.922422595812e+28       3.235935149255e+29       1.329400794138e+38       3.251142024172e+38       6.426314628692e-15       1.999999999176e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.074364932669e-46       2.685912331671e-46       0.000000000000e+00       0.000000000000e+00       7.499999996555e+00       1.074364932669e-46 
       2.870777198967e+12       9.171425646098e-23       1.614516804693e-07       1.778111659728e+19       1.416504574668e+04       4.934219817466e-09       4.066469035189e+16       9.321371804377e-08       1.868861101632e+38       5.799772810859e+28       3.168920892208e+29       1.292819969079e+38       3.161681074460e+38       6.516597922873e-15       1.999999999170e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.104764490673e-46       2.761911226682e-46       0.000000000000e+00       0.000000000000e+00       7.499999996545e+00       1.104764490673e-46 
       2.850821448825e+12       9.300275004975e-23       1.625812728889e-07       1.753477060512e+19       1.416504574667e+04       4.968759356187e-09       4.038201623822e+16       9.386621406985e-08       1.817436067648e+38       5.679663028667e+28       3.103294459835e+29       1.257245730423e+38       3.074681801742e+38       6.608149607053e-15       1.999999999164e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.136024215552e-46       2.840060538879e-46       0.000000000000e+00       0.000000000000e+00       7.499999996534e+00       1.136024215552e-46 
       2.831004417900e+12       9.430934568493e-23       1.637199602555e-07       1.729183757904e+19       1.416504574667e+04       5.003540671680e-09       4.010130708860e+16       9.452327756810e-08       1.767426084851e+38       5.562040647318e+28       3.039027111130e+29       1.222650380155e+38       2.990076468601e+38       6.700987500844e-15       1.999999999158e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.168168446050e-46       2.920421115124e-46       0.000000000000e+00       0.000000000000e+00       7.499999996524e+00       1.168168446050e-46 
       2.811325141906e+12       9.563429768220e-23       1.648659235798e-07       1.705227023459e+19       1.416504574667e+04       5.038565456382e-09       3.982254924389e+16       9.518494051084e-08       1.718792215593e+38       5.446854154247e+28       2.976090700292e+29       1.189006982422e+38       2.907799201535e+38       6.795129674203e-15       1.999999999152e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.201222209584e-46       3.003055523960e-46       0.000000000000e+00       0.000000000000e+00       7.499999996514e+00       1.201222209584e-46 
       2.791782663263e+12       9.697786393006e-23       1.660191628616e-07       1.681602194239e+19       1.416504574667e+04       5.073835414576e-09       3.954572913990e+16       9.585123509417e-08       1.671496593665e+38       5.334053103683e+28       2.914457664403e+29       1.156289342558e+38       2.827785939671e+38       6.890594450956e-15       1.999999999146e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.235211241733e-46       3.088028104332e-46       0.000000000000e+00       0.000000000000e+00       7.499999996503e+00       1.235211241733e-46 
       2.772376031046e+12       9.834030594014e-23       1.671814970905e-07       1.658304671911e+19       1.416504574667e+04       5.109352262478e-09       3.927083330675e+16       9.652219373959e-08       1.625502394814e+38       5.223588094556e+28       2.854101011359e+29       1.124471986691e+38       2.749974384881e+38       6.987400412356e-15       1.999999999141e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.270162006271e-46       3.175405015678e-46       0.000000000000e+00       0.000000000000e+00       7.499999996492e+00       1.270162006271e-46 
       2.753104300939e+12       9.972188889801e-23       1.683511072770e-07       1.635329921846e+19       1.416504574667e+04       5.145117728315e-09       3.899784836817e+16       9.719784909552e-08       1.580773808071e+38       5.115410748864e+28       2.794994308044e+29       1.093530141907e+38       2.674303953285e+38       7.085566400706e-15       1.999999999135e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.306101715777e-46       3.265254289443e-46       0.000000000000e+00       0.000000000000e+00       7.499999996481e+00       1.306101715777e-46 
       2.733966535193e+12       1.011228817148e-22       1.695298124105e-07       1.612673472241e+19       1.416504574667e+04       5.181133552413e-09       3.872676104088e+16       9.787823403893e-08       1.537276007871e+38       5.009473690482e+28       2.737111668755e+29       1.063439716963e+38       2.600715728071e+38       7.185111523027e-15       1.999999999128e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.343058352819e-46       3.357645882049e-46       0.000000000000e+00       0.000000000000e+00       7.499999996471e+00       1.343058352819e-46 
       2.714961802575e+12       1.025435570798e-22       1.707176124910e-07       1.590330913248e+19       1.416504574667e+04       5.217401487279e-09       3.845755813394e+16       9.856338167695e-08       1.494975126934e+38       4.905730524416e+28       2.680427743869e+29       1.034177283528e+38       2.529152413633e+38       7.286055154769e-15       1.999999999122e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.381060691743e-46       3.452651729357e-46       0.000000000000e+00       0.000000000000e+00       7.499999996460e+00       1.381060691743e-46 
       2.696089178327e+12       1.039841915129e-22       1.719126885291e-07       1.568297896113e+19       1.416504574666e+04       5.253923297690e-09       3.819022654810e+16       9.925332534843e-08       1.453838229900e+38       4.804135816486e+28       2.624917708735e+29       1.005720057946e+38       2.459558290951e+38       7.388416943594e-15       1.999999999116e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.420138321074e-46       3.550345802685e-46       0.000000000000e+00       0.000000000000e+00       7.499999996449e+00       1.420138321074e-46 
       2.677347744118e+12       1.054450654191e-22       1.731150405249e-07       1.546570132330e+19       1.416504574666e+04       5.290700760773e-09       3.792475327517e+16       9.994809862561e-08       1.413833287684e+38       4.704645073425e+28       2.570557252809e+29       9.780458834912e+37       2.391879174217e+38       7.492216813188e-15       1.999999999110e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.460321666557e-46       3.650804166393e-46       0.000000000000e+00       0.000000000000e+00       7.499999996438e+00       1.460321666557e-46 
       2.658736588002e+12       1.069264631429e-22       1.743264874676e-07       1.525143392812e+19       1.416504574666e+04       5.327735666098e-09       3.766112539738e+16       1.006477353157e-07       1.374929152538e+38       4.607214723394e+28       2.517322569001e+29       9.511332131206e+37       2.326062368637e+38       7.597474967149e-15       1.999999999104e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.501642014845e-46       3.754105037112e-46       0.000000000000e+00       0.000000000000e+00       7.499999996427e+00       1.501642014845e-46 
       2.640254804371e+12       1.084286730233e-22       1.755470293574e-07       1.504013507058e+19       1.416504574666e+04       5.365029815761e-09       3.739933008677e+16       1.013522694627e-07       1.337095533800e+38       4.511802096903e+28       2.465190343251e+29       9.249610926964e+37       2.262056629412e+38       7.704211892915e-15       1.999999999098e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.544131537857e-46       3.860328844644e-46       0.000000000000e+00       0.000000000000e+00       7.499999996415e+00       1.544131537857e-46 
       2.621901493914e+12       1.099519874502e-22       1.767766661942e-07       1.483176362350e+19       1.416504574666e+04       5.402585024471e-09       3.713935460454e+16       1.020617353486e-07       1.300302974307e+38       4.418365408118e+28       2.414137744323e+29       8.995091446707e+37       2.199812121833e+38       7.812448365749e-15       1.999999999091e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.587823317831e-46       3.969558294578e-46       0.000000000000e+00       0.000000000000e+00       7.499999996404e+00       1.587823317831e-46 
       2.603675763569e+12       1.114967029216e-22       1.780135789886e-07       1.462627902948e+19       1.416504574666e+04       5.440403119642e-09       3.688118630043e+16       1.027761674958e-07       1.264522827465e+38       4.326863736566e+28       2.364142413797e+29       8.747575522205e+37       2.139280382482e+38       7.922205452789e-15       1.999999999085e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.632751373077e-46       4.081878432693e-46       0.000000000000e+00       0.000000000000e+00       7.499999996393e+00       1.632751373077e-46 
       2.585576726483e+12       1.130631201006e-22       1.792595867300e-07       1.442364129302e+19       1.416504574666e+04       5.478485941479e-09       3.662481261214e+16       1.034956006680e-07       1.229727234941e+38       4.237257009213e+28       2.315182456287e+29       8.506870438175e+37       2.080414281497e+38       8.033504517144e-15       1.999999999078e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.678950684467e-46       4.197376711167e-46       0.000000000000e+00       0.000000000000e+00       7.499999996381e+00       1.678950684467e-46 
       2.567603501969e+12       1.146515438746e-22       1.805146894185e-07       1.422381097273e+19       1.416504574666e+04       5.516835343069e-09       3.637022106468e+16       1.042200698724e-07       1.195889104974e+38       4.149505982911e+28       2.267236429842e+29       8.272788782241e+37       2.023167985880e+38       8.146367222054e-15       1.999999999072e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.726457222669e-46       4.316143056672e-46       0.000000000000e+00       0.000000000000e+00       7.499999996370e+00       1.726457222669e-46 
       2.549755215461e+12       1.162622834141e-22       1.817788870540e-07       1.402674917366e+19       1.416504574666e+04       5.555453190470e-09       3.611739926979e+16       1.049496103612e-07       1.162982091279e+38       4.063572227217e+28       2.220283336567e+29       8.045148299008e+37       1.967496923807e+38       8.260815535103e-15       1.999999999065e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.775307976155e-46       4.438269940388e-46       0.000000000000e+00       0.000000000000e+00       7.499999996358e+00       1.775307976155e-46 
       2.532030998472e+12       1.178956522334e-22       1.830503606470e-07       1.383241753971e+19       1.416504574665e+04       5.594341362803e-09       3.586633492531e+16       1.056842576334e-07       1.130980572539e+38       3.979418107556e+28       2.174302613415e+29       7.823771748165e+37       1.913357749928e+38       8.376871732501e-15       1.999999999059e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.825540980001e-46       4.563852450002e-46       0.000000000000e+00       0.000000000000e+00       7.499999996347e+00       1.825540980001e-46 
       2.514429988552e+12       1.195519682513e-22       1.843327481765e-07       1.364077824619e+19       1.416504574665e+04       5.633501752342e-09       3.561701581460e+16       1.064240474366e-07       1.099859632450e+38       3.897006768744e+28       2.129274123191e+29       7.608486766482e+37       1.860708311617e+38       8.494558403415e-15       1.999999999052e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.877195345497e-46       4.692988363742e-46       0.000000000000e+00       0.000000000000e+00       7.499999996335e+00       1.877195345497e-46 
       2.496951329247e+12       1.212315538528e-22       1.856224116636e-07       1.345179399245e+19       1.416504574665e+04       5.672936264608e-09       3.536942980596e+16       1.071690157683e-07       1.069595040326e+38       3.816302118845e+28       2.085178145727e+29       7.399125733609e+37       1.809507616154e+38       8.613898454368e-15       1.999999999046e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.930311290603e-46       4.825778226508e-46       0.000000000000e+00       0.000000000000e+00       7.499999996323e+00       1.930311290603e-46 
       2.479594170057e+12       1.229347359525e-22       1.869211700978e-07       1.326542799462e+19       1.416504574665e+04       5.712646818460e-09       3.512356485199e+16       1.079191988784e-07       1.040163232232e+38       3.737268813365e+28       2.041995369249e+29       7.195525641569e+37       1.759715798805e+38       8.734915113695e-15       1.999999999039e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.984930171263e-46       4.962325428156e-46       0.000000000000e+00       0.000000000000e+00       7.499999996311e+00       1.984930171263e-46 
       2.462357666392e+12       1.246618460575e-22       1.882308424683e-07       1.308164397843e+19       1.416504574665e+04       5.752635346188e-09       3.487940898906e+16       1.086746332702e-07       1.011541292635e+38       3.659872239774e+28       1.999706881917e+29       6.997527967837e+37       1.711294091784e+38       8.857631936068e-15       1.999999999032e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.041094513599e-46       5.102736283997e-46       0.000000000000e+00       0.000000000000e+00       7.499999996299e+00       2.041094513599e-46 
       2.445240979535e+12       1.264132203324e-22       1.895477907965e-07       1.290040617218e+19       1.416504574665e+04       5.792903793611e-09       3.463695033670e+16       1.094353557028e-07       9.837069365640e+37       3.584078502346e+28       1.958294163546e+29       6.804978551919e+37       1.664204794073e+38       8.982072807078e-15       1.999999999026e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.098848047029e-46       5.247120117572e-46       0.000000000000e+00       0.000000000000e+00       7.499999996287e+00       2.098848047029e-46 
       2.428243276599e+12       1.281891996644e-22       1.908738340717e-07       1.272167929976e+19       1.416504574665e+04       5.833454120166e-09       3.439617709702e+16       1.102014031924e-07       9.566384922590e+37       3.509854407314e+28       1.917739077490e+29       6.617727475320e+37       1.618411242060e+38       9.108261947882e-15       1.999999999019e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.158235738309e-46       5.395589345773e-46       0.000000000000e+00       0.000000000000e+00       7.499999996275e+00       2.158235738309e-46 
       2.411363730485e+12       1.299901297301e-22       1.922107912833e-07       1.254542857379e+19       1.416504574664e+04       5.874288299007e-09       3.415707755414e+16       1.109728130144e-07       9.303148842970e+37       3.437167448336e+28       1.878023862703e+29       6.435628944820e+37       1.573877781001e+38       9.236223919925e-15       1.999999999012e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.219303826549e-46       5.548259566372e-46       0.000000000000e+00       0.000000000000e+00       7.499999996262e+00       2.219303826549e-46 
       2.394601519846e+12       1.318163610623e-22       1.935568434419e-07       1.237161968884e+19       1.416504574664e+04       5.915408317099e-09       3.391964007362e+16       1.117496227052e-07       9.047156171823e+37       3.365985792254e+28       1.839131125960e+29       6.258541178957e+37       1.530569737254e+38       9.365983629712e-15       1.999999999005e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.282099859208e-46       5.705249648020e-46       0.000000000000e+00       0.000000000000e+00       7.499999996250e+00       2.282099859208e-46 
       2.377955829043e+12       1.336682491184e-22       1.949101715581e-07       1.220021881478e+19       1.416504574664e+04       5.956816175319e-09       3.368385310190e+16       1.125318700638e-07       8.798207593895e+37       3.296278265157e+28       1.801043834239e+29       6.086326297639e+37       1.488453391284e+38       9.497566333660e-15       1.999999998998e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.346672729122e-46       5.866681822804e-46       0.000000000000e+00       0.000000000000e+00       7.499999996238e+00       2.346672729122e-46 
       2.361425848106e+12       1.355461543498e-22       1.962744136108e-07       1.203119259014e+19       1.416504574664e+04       5.998513888545e-09       3.344970516574e+16       1.133195931539e-07       8.556109278445e+37       3.228014338727e+28       1.763745307262e+29       5.918850214787e+37       1.447495951410e+38       9.630997643014e-15       1.999999998991e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.413072712565e-46       6.032681781412e-46       0.000000000000e+00       0.000000000000e+00       7.499999996225e+00       2.413072712565e-46 
       2.345010772697e+12       1.374504422718e-22       1.976495695999e-07       1.186450811568e+19       1.416504574664e+04       6.040503485765e-09       3.321718487163e+16       1.141128303056e-07       8.320672728329e+37       3.161164116868e+28       1.727219210188e+29       5.755982533943e+37       1.407665528271e+38       9.766303528832e-15       1.999999998984e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.481351508399e-46       6.203378770997e-46       0.000000000000e+00       0.000000000000e+00       7.499999996213e+00       2.481351508399e-46 
       2.328709804069e+12       1.393814835348e-22       1.990320015466e-07       1.170013294795e+19       1.416504574664e+04       6.082787010164e-09       3.298628090529e+16       1.149116201174e-07       8.091714633234e+37       3.095698322615e+28       1.691449546461e+29       5.597596446737e+37       1.368931109998e+38       9.903510327038e-15       1.999999998977e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.551562278324e-46       6.378905695809e-46       0.000000000000e+00       0.000000000000e+00       7.499999996200e+00       2.551562278324e-46 
       2.312522149025e+12       1.413396539965e-22       2.004253474297e-07       1.153803509299e+19       1.416504574664e+04       6.125366519235e-09       3.275698203107e+16       1.157160014579e-07       7.869056726962e+37       3.031588285310e+28       1.656420650806e+29       5.443568634155e+37       1.331262538071e+38       1.004264474355e-14       1.999999998970e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.623759688270e-46       6.559399220674e-46       0.000000000000e+00       0.000000000000e+00       7.499999996187e+00       2.623759688270e-46 
       2.296447019886e+12       1.433253347950e-22       2.018296072492e-07       1.137818300008e+19       1.416504574663e+04       6.168244084869e-09       3.252927709143e+16       1.165260134678e-07       7.652525648620e+37       2.968805928049e+28       1.622117182365e+29       5.293779170529e+37       1.294630483834e+38       1.018373385948e-14       1.999999998962e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.697999950960e-46       6.744999877400e-46       0.000000000000e+00       0.000000000000e+00       7.499999996174e+00       2.697999950960e-46 
       2.280483634445e+12       1.453389124231e-22       2.032411430264e-07       1.122054555563e+19       1.416504574663e+04       6.211421793463e-09       3.230315500638e+16       1.173416955617e-07       7.441952807653e+37       2.907323755382e+28       1.588524117978e+29       5.148111430154e+37       1.259006425660e+38       1.032680513640e-14       1.999999998955e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.774340869678e-46       6.935852174194e-46       0.000000000000e+00       0.000000000000e+00       7.499999996161e+00       2.774340869678e-46 
       2.264631215933e+12       1.473807788032e-22       2.046635927400e-07       1.106509207710e+19       1.416504574663e+04       6.254901746017e-09       3.207860477296e+16       1.181630874302e-07       7.237174252570e+37       2.847114841273e+28       1.555626745608e+29       5.006451996492e+37       1.224362626747e+38       1.047188642168e-14       1.999999998948e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.852841883272e-46       7.132104708179e-46       0.000000000000e+00       0.000000000000e+00       7.499999996148e+00       2.852841883272e-46 
       2.248888992983e+12       1.494513313641e-22       2.060969563900e-07       1.091179230703e+19       1.416504574663e+04       6.298686058238e-09       3.185561546471e+16       1.189902290419e-07       7.038030543301e+37       2.788152817309e+28       1.523410657896e+29       4.868690573862e+37       1.190672113519e+38       1.061900595394e-14       1.999999998940e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.933564112435e-46       7.333910281087e-46       0.000000000000e+00       0.000000000000e+00       7.499999996135e+00       2.933564112435e-46 
       2.233256199585e+12       1.515509731179e-22       2.075394149870e-07       1.076061640719e+19       1.416504574663e+04       6.342776860645e-09       3.163417623108e+16       1.198231606448e-07       6.844366627051e+37       2.730411861150e+28       1.491861745848e+29       4.734719901563e+37       1.157908654626e+38       1.076819236851e-14       1.999999998933e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.016570407294e-46       7.541426018235e-46       0.000000000000e+00       0.000000000000e+00       7.499999996122e+00       3.016570407294e-46 
       2.217732075060e+12       1.536801127387e-22       2.089927875204e-07       1.061153495269e+19       1.416504574663e+04       6.387176298669e-09       3.141427629700e+16       1.206619227689e-07       6.656031717577e+37       2.673866685221e+28       1.460966192660e+29       4.604435670364e+37       1.126046740522e+38       1.091947470301e-14       1.999999998926e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.101925396342e-46       7.754813490856e-46       0.000000000000e+00       0.000000000000e+00       7.499999996108e+00       3.101925396342e-46 
       2.202315864012e+12       1.558391646420e-22       2.104552550009e-07       1.046451892635e+19       1.416504574663e+04       6.431886532759e-09       3.119590496226e+16       1.215065562279e-07       6.472879177788e+37       2.618492525638e+28       1.430710467667e+29       4.477736441289e+37       1.095061563600e+38       1.107288240303e-14       1.999999998918e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.189695536762e-46       7.974238841904e-46       0.000000000000e+00       0.000000000000e+00       7.499999996095e+00       3.189695536762e-46 
       2.187006816298e+12       1.580285490655e-22       2.119286364177e-07       1.031953971298e+19       1.416504574662e+04       6.476909738488e-09       3.097905160105e+16       1.223571021211e-07       6.294766405575e+37       2.564265131362e+28       1.401081320413e+29       4.354523566632e+37       1.064928998878e+38       1.122844532783e-14       1.999999998910e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.279949166164e-46       8.199872915411e-46       0.000000000000e+00       0.000000000000e+00       7.499999996081e+00       3.279949166164e-46 
       2.171804186989e+12       1.602486921507e-22       2.134129317710e-07       1.017656909384e+19       1.416504574662e+04       6.522248106657e-09       3.076370566142e+16       1.232136018356e-07       6.121554722777e+37       2.511160753578e+28       1.372065774853e+29       4.234701113159e+37       1.035625585217e+38       1.138619375615e-14       1.999999998903e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.372756555801e-46       8.431891389502e-46       0.000000000000e+00       0.000000000000e+00       7.499999996068e+00       3.372756555801e-46 
       2.156707236334e+12       1.625000260261e-22       2.149063220713e-07       1.003557924114e+19       1.416504574662e+04       6.567903843403e-09       3.054985666476e+16       1.240760970480e-07       5.953109267211e+37       2.459156135294e+28       1.343651123669e+29       4.118175787405e+37       1.007128507051e+38       1.154615839215e-14       1.999999998895e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.468189965273e-46       8.670474913182e-46       0.000000000000e+00       0.000000000000e+00       7.499999996054e+00       3.468189965273e-46 
       2.141715229726e+12       1.647829888912e-22       2.164106263081e-07       9.896542712621e+18       1.416504574662e+04       6.613879170306e-09       3.033749420532e+16       1.249446297269e-07       5.789298887665e+37       2.408228501158e+28       1.315824922700e+29       4.004856863042e+37       9.794155766274e+37       1.170837037131e-14       1.999999998887e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       3.566323698795e-46       8.915809246987e-46       0.000000000000e+00       0.000000000000e+00       7.499999996040e+00       3.566323698795e-46 
